Label	Question	Meta	Answer	URL	View	Category	Subcategory	Subcat 1	Subcat 2	Subcat 3	Subcat 4	Subcat 5	Subcat 6	Subcat 7	Subcat 8	Subcat 9	Last Edited	Editing User
qed040	How do I collect with Accor Hotels?	Sofitel Pullman Novotel Mercure Pullman Adagio Gallery	You can get up to 1 Avios for every Euro you spend on qualifying stays. To collect quote your Le Club Accorhotels membership number when you book and check-in. Avios will be awarded to your account four to six weeks after your stay. Join Le Club Accorhotels . Don't forget to choose Avios as your reward option and add your Avios membership number to your profile.		GBMOB;GBWEB	Collection Information	Collection Opportunities										16/02/2016	Alicia Price
qed041	How do I collect with Marriott hotels?	marriot mariott hotel	"You can get up to 2 Avios for every US$1 you spend on qualifying stays. When making a booking or checking in with Marriott, you will need to quote your Marriott Rewards membership number, your points will be credited within 6 weeks of your stay. Join Marriott Rewards . Don't forget to select Avios reward programme as your reward and add your Avios membership number to your profile."		GBMOB;GBWEB	Collection Information	Collection Opportunities										16/02/2016	Alicia Price
qed365	Can I still collect a minimum of 500 Avios on a British Airways flight?		"With the lowest priced tickets you\'ll now collect a minimum of 125 Avios each way, even on our shortest routes, rather than 500 Avios. In Club World/Club Europe and First cabins, the Avios you collect will either remain the same as it is now or increase, depending on the type of ticket you buy."		GBMOB;GBWEB;ZAWEB;ZAMOB	Collection Information	Collection Query										26/01/2015	Alicia Price
za105	"To collect Avios, do I have to be an Avios member already?"	existing	You can start collecting Avios before you even have an Avios account. We will automatically set one up for you as soon as you start collecting with one of our partners. You'll just need to choose Avios as your reward option with your chosen partner. Please click here to view all the ways to collect Avios.If you would like to set up an account before you start collecting click on the Join Now button. 		ZAWEB;ZAMOB	Collection Information	Collection Opportunities										21/03/2014	Emma Simpson
qed367	What’s changing with upgrades?	"flights, upgrades"	"When these changes are introduced, you will be able to upgrade by one cabin using Avios from all World Traveller and Euro Traveller commercial bookings, except the very lowest economy fare classes. This means there will be more opportunities to upgrade than ever before. To upgrade you simply pay the difference between the cabin you've booked and the cabin you want to upgrade to."		GBMOB;GBWEB;ZAWEB;ZAMOB	Collection Information	Collection Query										26/01/2015	Alicia Price
bg234	"To collect Avios, do I have to be an Avios member already?"		You can start collecting Avios before you even have an Avios account. We will automatically set one up for you as soon as you start collecting with one of our partners. You'll just need to choose Avios as your reward option with your chosen partner. Please click here to view all the ways to collect Avios.If you would like to set up an account before you start collecting click on the Join Now button.		GBMOB;GBWEB	Collection Information	Collection Opportunities										21/03/2014	Emma Simpson
za98	Can I collect with Avis?	car rental hire	"You can collect Avios on your car hire with Avis. You'll get 1 Avios per R10 spent on Avis car rental, and collect a minimum of 500 Avios per rental. Find out more and book."		ZAWEB;ZAMOB	Collection Information	Collection Query										07/07/2014	Alicia Price
za104	How are Avios awarded to my account?		"This differs depending on who you are collecting Avios with:Any Avios collected on your Avios Credit card are automatically added to your Avios account within 8 weeks.With Pick n Pay you need to switch your smartshopper points for Avios. Avios are then added to your account within 30 days.With BP, swipe your Avios card when you pay and Avios will be added to your account within 30 days. To see all the ways to collect with Avios go to the Collect tab on our website."		ZAWEB;ZAMOB	Collection Information	Collection Opportunities										19/11/2013	Alicia Price
qed240	Can I collect Avios on everything I buy at Tesco?		"You can exchange all your Clubcard vouchers for Avios. Clubcard Points are awarded for everything you buy in store, except purchases at the tobacco kiosk, sales of lottery tickets, infant milk formula, Esso fuel and prescription medicines, and sent to you as vouchers, that you can exchange for Avios. You must spend over £1 per transaction to collect Clubcard points."		GBMOB;GBWEB	Collection Information	Collection Opportunities										24/09/2014	Emma Simpson
qed275	How do I collect Avios on train tickets?		You must first log on to the Avios eStore and go to the Holidays & Travel section. Then click on TrainGenius.com and book your tickets.To collect with Heathrow Express tickets you must book through the Heathrow Express page on Avios.com		GBMOB;GBWEB	Collection Information	Collection Opportunities										11/10/2013	Alicia Price
za80	Can I use my Avios card to collect Avios with Pick n Pay?	food shopping supermarket points	"At the moment you can only use your Avios card to collect at BP and on flights. You can continue collecting with Pick n Pay by using your smartshopper card to collect smartshopper points when you shop, and by switching your smartshopper points for Avios at a Pick n Pay kiosk. You'll need to pre-link your smartshopper card with your Avios account to be able to switch your points. Link your card."		ZAWEB;ZAMOB	Collection Information	Collection Query										03/04/2014	Emma Simpson
